action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_code,county_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,47.0,3,Black or African American,2,Female,5879.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",53500.0,113,2387.0,1737.0,51.290000915527344,6407.0,129.88999938964844
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,71.0,5,White,1,Male,9601.0,2,Not Hispanic or Latino,5,White,2,Female,9.0,Antrim County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,109,2124.0,945.0,5.449999809265137,2530.0,123.62999725341795
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,1670.0,4,Not applicable,7,Not applicable,4,Not applicable,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,68,1776.0,1596.0,29.780000686645508,5158.0,144.47999572753906
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,86.0,5,White,1,Male,311.0,2,Not Hispanic or Latino,5,White,2,Female,5.0,Allegan County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,55800.0,189,3045.0,2215.0,5.610000133514404,6394.0,110.12999725341795
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,402.0,5,White,2,Female,206.01,2,Not Hispanic or Latino,5,White,1,Male,45.0,Eaton County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68300.0,444,1398.0,1003.0,11.630000114440918,3696.0,90.68000030517578
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,83.0,5,White,1,Male,27.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,25.0,Calhoun County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55700.0,234,2430.0,2238.0,6.849999904632568,6237.0,129.94000244140625
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,80.0,5,White,1,Male,304.01,2,Not Hispanic or Latino,5,White,2,Female,5.0,Allegan County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",55800.0,221,2495.0,2152.0,7.880000114440918,7546.0,133.72999572753906
4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,236.0,5,White,1,Male,102.04,2,Not Hispanic or Latino,5,White,2,Female,37.0,Clinton County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68300.0,200,661.0,577.0,8.640000343322754,1795.0,123.77999877929688
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,80.0,5,White,2,Female,53.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,65.0,Ingham County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68300.0,43,779.0,337.0,58.7599983215332,3654.0,46.40999984741211
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,37.0,5,White,1,Male,13.0,2,Not Hispanic or Latino,5,White,2,Female,77.0,Kalamazoo County,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),61800.0,77,718.0,469.0,24.899999618530277,2016.0,71.70999908447266
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,White,2,Female,5844.0,2,Not Hispanic or Latino,5,White,1,Male,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,106,971.0,728.0,24.170000076293945,2871.0,95.94000244140624
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,60.0,5,White,1,Male,32.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,121.0,Muskegon County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,3,1944.0,1718.0,10.289999961853027,5463.0,76.94000244140625
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,66.0,5,White,2,Female,,5,No co-applicant,8,No co-applicant,5,No co-applicant,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,,185,,,,,
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,117.0,5,White,2,Female,1381.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,204,1561.0,1429.0,10.90999984741211,4803.0,133.47999572753906
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,47.0,5,White,2,Female,109.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),67000.0,174,2305.0,2080.0,5.550000190734863,6885.0,137.22000122070312
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,45.0,5,White,2,Female,2245.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,185,1618.0,1505.0,12.5,3912.0,96.13999938964844
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,75.0,5,White,2,Female,2306.02,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,134,1929.0,1744.0,18.21999931335449,6455.0,117.45999908447266
1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,38.0,5,White,1,Male,214.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,139.0,Ottawa County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),67000.0,51,2731.0,2451.0,2.950000047683716,7829.0,115.97000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,66.0,5,White,2,Female,2520.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),79600.0,147,1170.0,854.0,13.960000038146973,2665.0,80.7300033569336
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",18.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,6420.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,147.0,St. Clair County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,88,2169.0,1674.0,5.409999847412109,5394.0,79.80999755859375
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,53.0,5,White,1,Male,321.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,5.0,Allegan County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),55800.0,154,1856.0,1380.0,6.010000228881836,4546.0,119.3499984741211
1,Loan originated,5,NCUA,National Credit Union Administration,3,"Information not provided by applicant in mail, Internet, or telephone application",75.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",1330.01,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,8,919.0,897.0,6.519999980926514,2805.0,159.38999938964844
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,31.0,5,White,1,Male,202.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,139.0,Ottawa County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,67000.0,29,1485.0,1223.0,8.800000190734863,4329.0,95.58000183105467
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",105.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5636.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),53500.0,217,673.0,657.0,20.559999465942383,2062.0,181.72999572753903
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",50.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",1.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",19.0,Benzie County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),55800.0,104,3741.0,2628.0,4.059999942779541,7243.0,110.7699966430664
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,5719.0,4,Not applicable,7,Not applicable,4,Not applicable,163.0,Wayne County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),53500.0,128,968.0,854.0,22.68000030517578,2835.0,90.91999816894533
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,104.0,4,Not applicable,7,Not applicable,4,Not applicable,127.0,Oceana County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,1,Fannie Mae (FNMA),55800.0,108,1544.0,914.0,27.18000030517578,4043.0,77.30999755859375
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,216.06,5,No co-applicant,8,No co-applicant,5,No co-applicant,139.0,Ottawa County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),67000.0,159,1574.0,1372.0,1.5399999618530271,4737.0,90.36000061035156
6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,Not applicable,4,Not applicable,23.0,4,Not applicable,7,Not applicable,4,Not applicable,103.0,Marquette County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),55800.0,60,2511.0,816.0,2.549999952316284,2036.0,92.25
